INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
BDS86,2PC BMP,2PC BMP,34,79.000,PC,12.000,8.460,9.333333,1,IRIGA
BDS87,ATCHARA,ATCHARA,34,25.000,PC,12.000,2.680,9.333333,1,IRIGA
BDS88,BACON,BACON,34,80.000,PC,12.000,6.430,9.333333,1,IRIGA
BDS89,BOILED EGG,BOILED EGG,34,35.000,PC,12.000,2.680,9.333333,1,IRIGA
BDS90,CHEESE FRITTERS,CHEESE FRITTER,34,60.000,PC,12.000,6.430,9.333333,1,IRIGA
BDS91,CHICHARON,CHICHARON,34,20.000,PC,12.000,2.140,9.333333,1,IRIGA
BDS92,CHICKEN POPPERS,CHICKEN POPPER,34,59.000,PC,12.000,6.320,9.333333,1,IRIGA
BDS93,COLESLAW EXTRA,COLESLAW EXTRA,34,25.000,PC,12.000,2.680,9.333333,1,IRIGA
BDS94,CORN,CORN,34,15.000,PC,12.000,1.610,9.333333,1,IRIGA
BDS95,CREAMER,CREAMER,34,10.000,PC,12.000,1.070,9.333333,1,IRIGA
BDS96,FRENCH BREAD,FRENCH BREAD,34,15.000,PC,12.000,1.610,9.333333,1,IRIGA
BDS97,FRENCH FRIES,FRENCH FRIES,34,99.000,PC,12.000,10.610,9.333333,1,IRIGA
BDS98,FRIED EGG,FRIED EGG,34,25.000,PC,12.000,2.680,9.333333,1,IRIGA
BDS99,FRIED RICE,FRIED RICE,34,40.000,PC,12.000,4.290,9.333333,1,IRIGA
BDS100,GRAVY,GRAVY,34,20.000,PC,12.000,2.140,9.333333,1,IRIGA
BDS101,HAMBURGER BUNS,HAMBURGER BUNS,34,20.000,PC,12.000,2.140,9.333333,1,IRIGA
BDS102,HASH BROWN,HASH BROWN,34,35.000,PC,12.000,3.750,9.333333,1,IRIGA
BDS103,HERB MAYO,HERB MAYO,34,40.000,PC,12.000,4.290,9.333333,1,IRIGA
BDS104,HOTDOG,HOTDOG,34,50.000,PC,12.000,5.360,9.333333,1,IRIGA
BDS105,JAVA RICE,JAVA RICE,34,45.000,PC,12.000,4.820,9.333333,1,IRIGA
BDS106,LAING,LAING,34,45.000,PC,12.000,4.820,9.333333,1,IRIGA
BDS107,MAYONAISE,MAYONAISE,34,15.000,PC,12.000,1.610,9.333333,1,IRIGA
BDS108,MINI FIRD RICE,MINI FIRD RICE,34,25.000,PC,12.000,2.680,9.333333,1,IRIGA
BDS110,MINI JAVA RICE,MINI JAVA RICE,34,25.000,PC,12.000,2.680,9.333333,1,IRIGA
BDS111,MINI RICE,MINI RICE,34,20.000,PC,12.000,2.140,9.333333,1,IRIGA
BDS112,1PC CAJUN,1PC CAJUN,34,99.000,PC,12.000,10.610,9.333333,1,IRIGA
BDS113,1PC CHICKEN,1PC CHICKEN,34,95.000,PC,12.000,10.180,9.333333,1,IRIGA
