INCODE,ITE_DESC,ECR_DESC,DEP_CODE,UNT_PRIC,UNIT,TAXPRCNT1,TAXAMOUNT1,TAX1DIV,POS,BRANCH
BL99,+1PC CHIX,+1PC CHIX,7,95.000,PC,12.000,10.180,9.333333,1,BMC
BL100,SB SOUTH,SB SOUTH,7,61.000,PC,12.000,6.540,9.333333,1,BMC
BL101,SB PJ LESS 59,SB PJ LESS 59,7,20.000,PC,12.000,2.140,9.333333,1,BMC
RND8,CORKAGE FEE,CORKAGE FEE,11,500.000,PC,12.000,0.000,9.330000,1,BMC
RND9,RENTAL FEE,RENTAL FEE,11,1500.000,PC,12.000,0.000,9.330000,1,BMC
F1,GRAZING TABLE,GRAZING TABLE,11,5000.000,PC,12.000,535.710,9.333333,1,BMC
F2,TWIN DELIGHT,TWIN DELIGHT,11,330.000,PC,12.000,35.360,9.333333,1,BMC
F3,CLASSIC TWIST,CLASSIC TWIST,11,375.000,PC,12.000,40.180,9.333333,1,BMC
F4,FAB FOUR FEAST,FAB FOUR FEAST,11,450.000,PC,12.000,48.210,9.333333,1,BMC
F5,BUDDY'S CHOICE,BUDDY'S CHOICE,11,425.000,PC,12.000,45.540,9.333333,1,BMC
F6,LOVE ME TENDER,LOVE ME TENDER,11,489.000,PC,12.000,52.390,9.333333,1,BMC
F7,RHAPSODY IN B,RHAPSODY IN B,11,525.000,PC,12.000,56.250,9.333333,1,BMC
F8,ELVIS'S FAVORITE,ELVIS'S FAVORI,11,725.000,PC,12.000,77.680,9.333333,1,BMC
MP155,SALSBUNDLE,SALSBUNDLE,2,999.000,PC,12.000,107.040,9.333333,1,BMC
MP156,SNKBUNDLE,SNKBUNDLE,2,699.000,PC,12.000,74.890,9.333333,1,BMC
MP157,BFSTBUNDLE,BFSTBUNDLE,2,799.000,PC,12.000,96.320,9.333333,1,BMC
MP158,SB SALSBUNDLE,SB SALSBUNDLE,2,73.000,PC,12.000,7.820,9.333333,1,BMC
MP159,SB SNKBUNDLE,SB SNKBUNDLE,2,65.000,PC,12.000,6.960,9.333333,1,BMC
MP160,SB BFSTBUNDLE,SB BFSTBUNDLE,2,74.000,PC,12.000,7.930,9.333333,1,BMC
BL102,TB IT @ 59,TB IT @ 59,7,59.000,PC,12.000,6.320,9.330000,1,BMC
BL103,TB MGS 99,TB MGS 99,7,99.000,PC,12.000,10.610,9.333333,1,BMC
BL104,SB FREE GOTO PL,SB FREE GOTO P,7,89.000,PC,12.000,9.540,9.333333,1,BMC
BL105,SB FREE NENAS,SB FREE NENAS,7,169.000,PC,12.000,18.110,9.333333,1,BMC
BL106,SB MGS 99,SB MGS 99,7,40.000,PC,12.000,4.290,9.333333,1,BMC
BEV25,SWEET BLACK,SWEET BLACK,07,109.000,PC,12.000,11.680,9.333333,1,BMC
